"X1","X2","X3"
0.920590918430513,4.38652202768373,0.740370883658754
0.71387686796136,0.163040578596156,-1.82443968568885
0.148422150931994,-5.83350914337652,-2.90194303142458
-0.859772182687473,-3.82516912792994,-2.0875417659004
-1.02796709704255,-2.8169246088255,2.56062528785833
5.30264481117109,-3.26557363742869,-0.653195778151035
1.10190573335189,0.776067290513025,-0.379244703087342
-6.80135194663573,-1.75117794778703,4.57194511111171
1.62435036857157,1.01626854543569,-0.417493176140164
-1.6782717950162,0.781392628671818,0.793841286703482
-7.60469948738355,-1.50878503375766,-4.05808154579021
-3.01171102087023,-2.49244983733222,-3.73638487470196
-5.8552990992965,-2.06068359422319,-4.09586416522593
-1.87503585802572,4.31493485259893,3.34721340392406
-2.25972314478159,1.3924817609143,0.0847367851101219
2.2230614143364,-0.0405895623611386,-1.38488674649731
5.03075993949242,3.39393003224038,-4.8779308027672
-2.92682821161701,1.18662575428933,2.59262123864309
-1.70156179025541,-2.03177878453262,0.25842768270291
3.91824500161033,-1.01271200157424,1.86273222269632
0.991782403785287,3.17332430922467,6.72703141305279
-1.2461995272072,-3.32513970640118,0.414507026984638
-2.72507345652288,-1.41961157017512,0.157057412356938
-1.23539175502941,-0.500927223546426,-2.72707253448565
0.423411279104322,2.90784520554883,2.4150696549756
-0.3923462294335,1.32323587782549,1.20883882298548
4.38219606279515,-1.40838787133451,1.06514392256387
1.8460456363043,1.83223309383766,-0.707295243912925
-3.1841378926423,-0.50183503212353,2.23156900354441
-4.41503814019462,2.89855670980191,2.47089251079392
3.58068373572173,-2.01072615212929,-1.09462867977239
-0.356473534453699,-1.36192304160119,0.454902746260543
2.31425042992248,0.804937137224865,-1.23750922178804
-2.57396229620619,-0.423549201173154,-2.18969714957627
-5.83000218023269,-10.7095510241393,0.186913109718667
-2.19763597890275,0.924336478392943,-4.6690519213258
-4.86509956389541,-3.25491394689968,1.1735346427424
-2.52981230227695,4.32473171904322,-1.94434705763865
-1.20052617411881,-1.76879173631133,0.197972716161499
-4.42660034588638,-8.68448033414506,-4.04319852195608
2.15987094426256,-2.06382623722335,0.299949812042857
-1.41630851156342,0.537182723599872,-2.33244180773602
0.0993220944913311,-2.12768709001472,-3.87613098467196
4.00180632654722,2.56306688977938,2.54659627914984
6.32931049167608,0.963371827018841,4.4420568623153
3.72826377950802,1.32981689774365,4.70633454531156
1.05807840534471,3.75243706485048,-4.18044222677285
1.47447440571621,2.73244073291828,-1.0607786148938
