"X1","X2"
5.35888752096106,3.51060413371934
3.05628060363585,4.26510884017919
0.348040814301843,2.45373227686128
3.74346407038659,0.255646144621662
-0.753262924175105,2.73534444244127
-0.945624633085386,-4.42436995806532
2.11232475873465,-0.774289757904424
-3.14638369442552,-3.81027212294609
-3.96729822482409,-4.07881119305334
-6.59528385662297,-2.40305093085235
4.25328895509216,3.96171630659412
0.10616900507121,-0.265133242584366
3.36779657238403,3.67065104300213
0.0627098358473335,4.2302236920306
-1.86607532149386,-1.242286132658
-2.71116503511227,-4.19456467177775
-2.14416188266405,-0.528353400813218
1.0069946968643,0.492989310253606
7.67938142726322,2.96043513825642
3.08747098661568,1.91520783917765
4.05458537697802,-3.74722259753314
-0.450804303867149,1.74653890742964
4.0151400982688,-1.80703288789208
1.21877104338407,7.12635424256309
1.0744410847399,0.644252330430442
-0.38573730210054,-0.792589527121947
-6.96099957071259,-1.56434827441572
4.11713276737154,3.61681874308837
-0.170186848213531,-5.18527616796536
2.82257247268485,5.01630421644425
6.59058236515269,2.81878475816253
0.571958202377277,1.03366750139216
0.0590034854166783,-0.312463486527159
-3.40191185363149,2.1448550215434
-0.406324254650672,-2.61689236847376
2.25075219693676,0.892104572860789
-0.216484784789654,0.305503187962301
-4.3595628088164,-0.330191079981492
-2.85855686651693,-1.90821759008181
-1.94015393059841,-3.47613164748072
3.44245763270605,0.647479988049895
3.94264680943619,-0.67667460072799
0.773096347580245,0.575782745865081
0.952122580578517,-3.17294938341785
-1.75020441405215,0.16023392641535
-2.14294127572468,-1.59730261163589
3.90935913388266,4.74025696005268
0.31005054111337,1.04343947011381
0.318441025794393,-0.853420764206673
4.90921450987733,5.43810606655118
-2.05862794703643,2.03333334094825
-2.64826320025764,2.85878363040599
-1.79956015854288,-3.42596731212529
-1.53438031317742,-1.4379357253889
-2.85852144772822,-4.46756446886123
-1.71813057023821,9.18789344681426
-1.29749127683738,-3.10670071041431
2.32233784546062,2.23915182910171
1.83143185302004,-2.02132509318915
0.0689103434977866,-0.675015671476286
-2.02505713538493,-2.13341883023912
-0.290833687438314,-4.66719266793044
0.414481561049984,-0.57291704286469
-4.82623706454917,-0.0283695929683492
-0.739752351857249,2.08273139541866
2.37149521501665,2.21183856464263
-0.400632287196357,-3.24384158666283
3.83965844228413,2.90901033860495
-3.05028269956129,-4.71321568179945
-1.48045078680964,-2.47287634220667
1.59159236312733,5.14571653390007
-2.95500426651936,0.880545967418359
-3.8056747049256,-1.11489141714598
-6.83055115736767,-3.10195154291683
8.69788769929296,-0.0211621875018544
1.73840592198189,4.54428100714461
1.06585550287403,1.49434552625407
-1.4977782382889,-4.58915201174538
1.23681294814166,0.875434748633207
-2.38008739425865,2.10868774012259
-0.363015523789185,-0.874811362234262
3.89335569273826,3.47927003163792
-0.0145785453936915,-3.7604020988158
-4.06076006108191,-1.23810008057998
-2.83628985558065,-3.49536193598905
-0.506565900527308,3.02533972078673
4.07911669170706,4.49307353983072
-4.51036810436278,-1.24414268718761
-7.0235858100683,-4.41163621263064
3.57012914127472,7.72342546531642
-1.04391201573455,-4.76536786453555
1.45724778738565,-0.682765997267266
-6.36017938801226,-6.45067785227202
-5.13791156000916,-4.74719957099092
-1.06250617539495,-0.379569890293225
2.37709495105432,0.277378734354784
0.799680914466879,3.20115222006919
1.31807387188404,1.54118029752814
1.78784593286496,1.34461125345707
1.91789999355613,0.975240233314618
1.17463534081735,2.10601783266099
-1.46252029999393,1.0441538360828
3.13576242196674,-0.612475071068546
-0.533808898419863,-3.14377104125897
-0.0349737168393631,-2.31737837133251
-1.94936650359181,4.44142976500444
0.971538531883503,0.65604782451404
4.60688132494945,0.236278279922149
-1.81422314602112,3.08885989943116
-3.68049285844089,-3.67047111819953
2.92489714076018,-0.180916285287263
4.4801277047766,-1.94815881638694
-1.06935896305335,-0.635449516863621
5.86124605548933,-2.62039968756111
-2.80285004841239,-3.56355369268061
6.25897000666369,-4.765099348911
-3.49235214556504,-6.93674036279722
3.21979835231949,1.56718411589282
2.08402198934329,-1.67898995051431
0.0392165038810377,3.39071468523109
-4.03812588042482,-1.92895386232885
1.26562197984555,-1.68702414865512
0.365382727001837,2.34039131418129
-0.30482902815408,1.13501139235754
-0.390517796786676,0.904611050132486
2.88938164509163,0.746714587234961
3.71469171150628,0.779759876283213
2.07454054548828,3.16559830283991
-0.394159277703612,-0.343807016728813
-4.57657782297588,0.394558282549939
-0.112407911723169,-3.12204571608913
-1.55843295119963,-4.5023874242914
3.00024204403241,-1.90261230359065
1.8626067882825,4.78463617380125
-0.415053870060409,-0.214215485575287
2.47613700653243,5.69272982756568
1.51961393674746,-1.27495326501125
-0.990110735332452,-1.83883032123774
-0.407329782847988,1.2440379779798
-0.496533271097021,-1.75255478604901
-3.09835547019241,-3.72011700993978
1.18105759871527,4.3052721005471
3.66674121131573,9.25006457022683
