"X1","X2","X3","X4","X5","X6","X7"
3.34897101215457,-2.6224100601756,1.67598412305481,2.98434236139558,1.67156386523619,-1.32517551433974,1.55627019952418
1.66629170893798,-1.5117287589144,0.0674262896577871,-0.29729648125573,-2.71829616714915,-1.80762960650788,-0.652487345207867
3.02639387378717,0.974519288681023,1.88212525090415,-1.15685271506517,2.60230977999605,2.04006330735661,0.56093250633395
1.85864546040321,-0.159988924216453,-0.758690565235833,0.852508839434907,1.79748029990222,3.70486797133238,0.681670241685282
1.00179618484112,-0.799134740979377,-0.101620768866167,1.38048390673144,-1.22105179235988,1.06871242012742,-0.573564245074018
-0.133591823134175,-0.154478032300917,0.229708560353628,1.6253965712414,2.11639610006668,-1.62119869436366,-1.31842531129424
-1.34642286193509,0.705537985993916,-0.194475415851951,0.218026945825767,-4.7275312849804,0.913106549364954,-1.04134839091956
0.256785636440206,2.87458895980185,0.228457056361527,-0.795705654776473,-1.34101544116193,3.91290683740087,-1.60112763244614
1.76017031031966,-0.207229415283983,0.448579481824986,0.398990806932818,-1.99012752525383,-2.16313712959356,0.107991849895752
3.27111068600723,-0.976031266645622,-2.51368511257086,0.424066616014634,0.0232161795489348,1.03107711228973,1.24061651643026
-2.40310555560521,0.297915478094877,-0.199004883745335,-0.963632516508267,0.612107266853991,3.04191187730865,-0.0165290664993963
0.969559151062707,3.03874579582122,2.59082543969981,0.84480007689569,-0.261685924102246,-1.6218253382476,-1.07308073907727
1.78556087710852,1.38205673731357,1.24348980367667,3.40723084832008,2.42604255254167,3.57139326717683,2.25805419233506
-1.05155144798542,-1.06283988093489,-0.963358476271388,-0.223219076600539,-1.41377450313625,0.21363483107007,-0.201037111422264
0.202738628864966,-0.22237902335465,-0.211613714456415,-1.06986648005049,-1.54241076624048,-0.79917171298549,-1.67610427167458
-3.65688776460118,-4.39175702750421,-2.78505961655021,-0.402732188635495,-0.777365914099162,-2.46077057426,-3.03971053438371
-0.27100207626469,1.73881151823648,1.77503269509771,2.14664364255069,-0.112169549616469,0.350576138491155,0.690342284055619
0.731275096150802,-1.04813073583651,-0.792352293562128,0.886833049960717,2.87399133262391,-2.14864986148729,-1.67803495717347
-1.31544445250824,-0.916600555159222,-1.70563402653153,-0.562168905080791,-2.02537195328916,-2.2005558750199,-0.353386351029659
0.741925677182593,-0.683763736091521,-2.95287719965299,-0.997402844138165,-4.55519217843832,-1.6353524739625,-2.13954124432367
-0.726061645072581,0.616169934980299,-1.21622546253809,0.473437592172506,-0.987414272137693,-0.516625001717237,5.08618548593355
