"X1","X2","X3","X4","X5","X6","X7","X8","X9"
3.06630073046158,2.18842811666159,1.40681667259805,-1.64349352477543,-0.263901898345597,3.59690571727692,1.04475958365271,4.59882851471793,2.28366754988857
-0.910687029421444,3.68244811572664,-1.73441202074647,-0.514537370335035,3.70468902256207,0.629261734787403,-4.22235547484523,-1.74212670303398,-4.80121501594774
-6.0672714045872,1.53124611413895,-5.52762894263363,-4.77722078852346,-1.03144396828132,-1.51700990052416,-4.49969948469909,-4.65826074486973,0.12630345120321
-6.73427596310485,-4.33754923438742,-0.863259484500454,3.90519069810759,-2.20720907033418,-0.840468125273583,-0.955363903981511,-1.23381800195197,-4.5462459357774
-0.748151666348639,0.270311356777832,-0.977751505965295,-3.40188697061373,3.44105813384182,1.50049090483104,0.630163178010973,-3.59607318981615,-2.54700278283134
-3.76832372694303,-4.51414541308295,-0.0273914765843219,-2.93448054481481,-3.26259163191001,1.93339107504531,4.69837367711562,-1.26569156051726,0.240146635695195
3.95880526578102,-2.86701518011898,-4.09003869239548,6.22219001970289,0.967325520917362,2.27097141382747,1.53064218710729,4.37626361690729,1.20615468966806
1.00607058242797,4.7669432864116,0.197616675495936,6.90382083213029,1.66954670936404,1.58081498025795,0.965868852144292,-0.767370377839181,-0.357023636429569
2.05381615812036,6.46411362874618,5.5430677728217,-0.370557200058484,-0.0805690528233846,1.61553507551359,1.16585508607332,3.13575740954384,8.59650588441674
-3.59242804877965,-3.88255898730602,-0.871337077105667,7.24298027259128,-3.3734882034437,-1.59537801944937,-1.82416729493315,7.40992854197144,2.24292187117641
3.40243564528553,0.873806992792314,7.99012488881665,-0.243344343858389,2.46518889008134,2.83105801862767,-0.662783554873262,1.75752451178411,0.738985068288119
6.21500137193542,0.452536306155114,1.02892159392942,-4.17676021180671,-0.157296695560059,-0.673642371469835,6.21600831622224,2.96678994763256,-0.24651564432057
0.878688106857988,-2.47586079448598,-3.25468044703514,-4.41298515226797,4.66088904159693,-0.794502535257904,-2.8929191559934,-0.265135406512571,-2.55730520039074
0.0421255375816549,0.585185352372718,-0.00363618300872537,4.44820192088891,0.490839711335409,3.14325135968426,4.23440100574427,2.47838410523903,0.564732145499926
1.87911971237567,-1.02956345332181,-1.96524563017179,3.64781360635665,0.556856133356642,-1.43410004210922,-1.73948123124834,4.30337326906421,0.34569274496133
0.730227561755802,1.36038925646732,2.18760484233452,2.53248234251927,-2.35414190940066,0.562177592519833,-1.1084529816296,-1.39575970405253,-0.550495321656067
-4.23350265708425,-2.40635152837845,2.04360685746353,-5.52228789608681,-1.38810690391989,-0.717679252494324,5.82369791791389,-0.446418051293655,-1.45621839477702
2.33438532369807,-0.469216397513413,2.02636334114318,5.22874466294151,6.53542779486216,1.85845828138744,-0.055784911101901,1.89347975381149,-5.12019759345872
-4.30702410747864,-0.411972108238645,-1.16696801361189,-5.44608390853369,-1.12091060176168,-2.78781086050588,-0.159046318021327,0.230420664106925,3.97850454904623
0.080784230948221,-8.52112750425766,-0.0307485172931896,2.17035583817145,-4.88219887873774,-0.686322079305213,1.92862453404333,-1.6123690286866,0.773166814860568
-1.80099577936035,4.59208506992091,1.32284106761606,-4.33833718349211,-3.04185561267134,-4.27117561562533,3.7481740231166,0.765220835562242,1.36356536151596
-1.74726106475235,-0.624548498012363,1.731707208047,0.904549246178788,-2.01230903403816,4.4482116758636,-1.56009962889543,-4.62595825865858,7.59675810568933
-3.1533027283312,1.50231605125657,1.0964493497209,3.43410115984133,3.80973936345567,1.08612288740407,-2.26834711995507,-5.00924476725836,1.30482423966263
2.38150989112929,-1.78383301588166,-3.04912289919856,-5.01144872840277,-1.42644708263484,0.166232358900796,-1.54137611634827,3.34674742622189,2.30917905774966
-0.714178648141767,1.40457060633676,-2.52484753059918,-4.08874273022122,1.16157564752181,-2.19949227662956,10.0216468144526,-1.06872395486867,-0.362497495343018
-1.58463605910088,-2.07591866098179,-1.22062353162259,-2.35168421234002,3.16339472723252,0.724505432606163,-3.49383262857127,-2.24620654435067,1.36042561233766
-0.397884355448089,-0.213259237497867,0.390262859689073,-2.45416928358418,0.642276721570574,0.990843213913419,0.731725977512214,-3.11589046971957,-3.52158630195042
3.46973238477445,-0.0280252486339402,5.03860794492025,2.02426677296818,3.34404507978893,2.37792247368395,-2.91261718123393,-0.494405659430979,-0.223603625263266
-3.90852185347582,4.43224700860776,-0.0280025331584735,-1.72260043804762,2.17189710481507,-1.14001593803322,3.83493001346178,1.75147934960806,4.38985989247051
1.72971774302493,-2.45547491960258,0.330555803125007,3.53642370818843,5.26873502861502,3.35051380309602,1.07240752505064,2.59684879374164,0.0595999276457944
6.1315728274431,8.2425228238164,3.60912419125883,-5.6600197714903,-3.13885496703054,1.12614905638443,2.37122603324623,-2.15777804691673,-0.574325615096999
2.51198408260428,5.73680794205246,5.22392335495557,1.55330894053185,-3.89772568131677,0.509948989331155,-0.995919598477309,-1.11805817638536,-0.69505426459648
5.31765858147358,-0.782229317159729,5.61641528896707,2.39168381872809,-0.419537781162267,3.9530408984212,1.82075991692599,2.27091287960684,3.51756980649994
0.623992557069574,-3.34119629837119,-1.41063461057019,2.04951930604653,-0.835824058925643,0.969353824932164,-1.72794082597249,-3.13022082294352,-0.861680963237803
