"ID";"method";"file";"N";"M";"SD";"kvar_obj";"kmeans_obj";"means_obj";"sd_obj";"skew_obj";"kur_obj";"cor_obj"
"A0K4T7I8";"diversity";"N72_M4_SD1_r0.3_A0K4T7I8";72;4;"0.3";553.346325716169;274.25399517623;0.0658557901953902;0.216548802574572;0.885995647848452;1.87011928671785;0.266720053203196
"A0K4T7I8";"k-means";"N72_M4_SD1_r0.3_A0K4T7I8";72;4;"0.3";540.790962695184;274.451229351641;0.0245853128145176;0.385980284047318;0.758547950767363;1.54655267798626;0.416446071773782
"A0K4T7I8";"kplus";"N72_M4_SD1_r0.3_A0K4T7I8";72;4;"0.3";561.697195855579;274.447262184784;0.0243285945176824;0.0355189540318665;1.46888981972339;2.9446405590103;0.535269972367053
"A0K4T7I8";"kplus-correlation";"N72_M4_SD1_r0.3_A0K4T7I8";72;4;"0.3";561.292157305078;274.293645905111;0.0638904954290906;0.0591313460173208;1.36887728273324;2.64753313644986;0.107485588212375
"A0K4T7I8";"kplus-skew-kurtosis";"N72_M4_SD1_r0.3_A0K4T7I8";72;4;"0.3";561.624056135637;274.417253500304;0.0363036720312176;0.0360136728288284;0.949885096706543;2.78554960797229;0.467906676457342
"A0K4T7I8";"random";"N72_M4_SD1_r0.3_A0K4T7I8";72;4;"0.3";538.865118071417;270.201501040212;0.290028388127066;0.367614536192256;0.789097799638927;1.68742271666133;0.541993361102558
"A0N5Z9C6";"diversity";"N252_M5_SD1_r0.5_A0N5Z9C6";252;5;"0.5";2262.57464697475;1176.93552883061;0.0198666141601101;0.0611138871372828;0.374183792479816;1.04005203464543;0.0925471860333743
"A0N5Z9C6";"k-means";"N252_M5_SD1_r0.5_A0N5Z9C6";252;5;"0.5";2240.25710461612;1177.02347926459;0.00432400047319457;0.180128948621517;0.88961364397877;1.43033925416465;0.236558348474729
"A0N5Z9C6";"kplus";"N252_M5_SD1_r0.5_A0N5Z9C6";252;5;"0.5";2265.09150789673;1177.01554427362;0.00708050708220024;0.00705680165552087;0.741606050460855;1.31198931083566;0.167254248609212
"A0N5Z9C6";"kplus-correlation";"N252_M5_SD1_r0.5_A0N5Z9C6";252;5;"0.5";2265.07126976599;1177.01187783526;0.00900459658515045;0.00801980364889245;0.439344724504879;1.15032872188225;0.0168745909456923
"A0N5Z9C6";"kplus-skew-kurtosis";"N252_M5_SD1_r0.5_A0N5Z9C6";252;5;"0.5";2265.00870642068;1177.00731551808;0.0100840167893085;0.0125066539817231;0.127383180919325;0.736059859359943;0.152568197912457
"A0N5Z9C6";"random";"N252_M5_SD1_r0.5_A0N5Z9C6";252;5;"0.5";2237.00140409569;1162.1553600505;0.273072683914147;0.182576511403577;0.885475999452823;1.31182041333676;0.223497415012805
"A0O6S1X9";"diversity";"N72_M3_SD2_r0.4_A0O6S1X9";72;3;"0.4";7037.23555033244;851.561580153557;0.108201643632879;0.246624942204595;0.856419160485886;0.874039756648884;0.259491082287044
"A0O6S1X9";"k-means";"N72_M3_SD2_r0.4_A0O6S1X9";72;3;"0.4";6870.28053861102;852.052287049115;0.027105959190858;0.541797760339126;0.949538850687432;0.907354385736601;0.579119127819152
"A0O6S1X9";"kplus";"N72_M3_SD2_r0.4_A0O6S1X9";72;3;"0.4";7069.76637206019;851.989732992124;0.0521614067386697;0.0371589648836044;1.04627627763504;1.88581678598879;0.30445352939585
"A0O6S1X9";"kplus-correlation";"N72_M3_SD2_r0.4_A0O6S1X9";72;3;"0.4";7066.87445719531;851.980477033277;0.0519345935882882;0.0732718673245076;1.01350313853311;1.72671599885782;0.0494594554712143
"A0O6S1X9";"kplus-skew-kurtosis";"N72_M3_SD2_r0.4_A0O6S1X9";72;3;"0.4";7067.80690926823;851.763575777548;0.0974228646250767;0.0625236131660287;0.874444327535622;1.53669697346601;0.318690151442103
"A0O6S1X9";"random";"N72_M3_SD2_r0.4_A0O6S1X9";72;3;"0.4";6768.71172848565;808.47484480168;1.04792808258526;0.673990111006724;1.09072358984581;1.11234725835865;0.241084123495594
"A0V2O7I4";"diversity";"N24_M4_SD3_r0.4_A0V2O7I4";24;4;"0.4";8743.67914034626;771.749396442322;0.491640752452419;1.46500615940423;0.89299824118515;0.866353986717159;0.917535624513948
"A0V2O7I4";"k-means";"N24_M4_SD3_r0.4_A0V2O7I4";24;4;"0.4";8734.81741968408;772.542997063751;0.426605157523979;1.6413172164278;0.966448588056459;0.722361690797827;1.0351873312024
"A0V2O7I4";"kplus";"N24_M4_SD3_r0.4_A0V2O7I4";24;4;"0.4";9566.94407895864;766.776595169101;0.693590489709192;0.693598880068407;1.00400063105417;0.967696856029323;0.81808557722651
"A0V2O7I4";"kplus-correlation";"N24_M4_SD3_r0.4_A0V2O7I4";24;4;"0.4";9399.42507936058;741.181681326384;1.40821817324452;0.978230252069327;0.87509916798114;0.719026539103596;0.41845689449155
"A0V2O7I4";"kplus-skew-kurtosis";"N24_M4_SD3_r0.4_A0V2O7I4";24;4;"0.4";9528.51466464072;765.23705971593;0.804672304610523;0.820583089009693;0.937387031243307;0.82799368686506;1.00613652589232
"A0V2O7I4";"random";"N24_M4_SD3_r0.4_A0V2O7I4";24;4;"0.4";8209.24588686673;640.582630574596;2.35949154627261;1.7170939721057;0.666706388970538;0.524805099340591;0.721523429370898
"A0Y1F3L7";"diversity";"N192_M3_SD3_r0.5_A0Y1F3L7";192;3;"0.5";87548.66631107;5059.15533857435;0.0725638653683051;0.185855240021139;0.29109922865244;1.0888006729849;0.0422496040664869
"A0Y1F3L7";"k-means";"N192_M3_SD3_r0.5_A0Y1F3L7";192;3;"0.5";86274.3935403586;5059.73251160187;0.00541057016951742;0.654710353555371;0.497527270419004;1.49698906319885;0.223910821062108
"A0Y1F3L7";"kplus";"N192_M3_SD3_r0.5_A0Y1F3L7";192;3;"0.5";87660.2847072606;5059.71575918494;0.0153501664250951;0.00919321124627418;0.607160416964526;1.48392442653291;0.208352580125475
"A0Y1F3L7";"kplus-correlation";"N192_M3_SD3_r0.5_A0Y1F3L7";192;3;"0.5";87659.9850531042;5059.72338509794;0.0111140616183371;0.0139713769483326;0.62581816234614;1.59007630277133;0.0073048182279127
"A0Y1F3L7";"kplus-skew-kurtosis";"N192_M3_SD3_r0.5_A0Y1F3L7";192;3;"0.5";87658.4445271258;5059.71446156405;0.0159889109919639;0.0257939777684807;0.177608215945142;0.964115431698286;0.099529405950609
"A0Y1F3L7";"random";"N192_M3_SD3_r0.5_A0Y1F3L7";192;3;"0.5";86709.3191415502;4886.71728378799;1.41357008703571;0.545690736595562;0.63318609828403;1.2154998156855;0.200584496292995
"A1J5H4B2";"diversity";"N84_M4_SD2_r0_A1J5H4B2";84;4;"0";9651.42074982516;1308.23599593364;0.106049726618939;0.266233832414585;0.655601815637872;0.873978508623819;0.269646591052677
"A1J5H4B2";"k-means";"N84_M4_SD2_r0_A1J5H4B2";84;4;"0";9411.5249127312;1308.80199808577;0.0303335021408163;0.603488429226883;1.19297457686783;1.61818107637805;0.353839063138254
"A1J5H4B2";"kplus";"N84_M4_SD2_r0_A1J5H4B2";84;4;"0";9703.27347935008;1308.71753169116;0.0508489627579174;0.0520694772075319;0.872392046249629;1.35060891993561;0.487590096691931
"A1J5H4B2";"kplus-correlation";"N84_M4_SD2_r0_A1J5H4B2";84;4;"0";9697.9991692154;1307.49986971165;0.151084808899966;0.0994078049579369;0.995887093032198;0.828434660829493;0.0685315614127327
"A1J5H4B2";"kplus-skew-kurtosis";"N84_M4_SD2_r0_A1J5H4B2";84;4;"0";9700.18797659631;1308.19954878239;0.108498863910048;0.0772169844694511;0.471740877990428;0.937232711889518;0.418763212031947
"A1J5H4B2";"random";"N84_M4_SD2_r0_A1J5H4B2";84;4;"0";8985.17457002839;1263.18817992673;0.903631009365665;0.866787179907241;0.661730004848592;0.931678151077622;0.444536662113412
"A1N3K2Y5";"diversity";"N36_M2_SD1_r0.3_A1N3K2Y5";36;2;"0.3";77.9091176908739;68.5493925040626;0.0804942006298754;0.169718794906787;0.443047390995338;0.660702061842225;0.47179467372095
"A1N3K2Y5";"k-means";"N36_M2_SD1_r0.3_A1N3K2Y5";36;2;"0.3";73.5324691624939;68.6248630605033;0.0194749499829865;0.398190478719479;0.878516653349202;0.412807952024592;0.783091479300075
"A1N3K2Y5";"kplus";"N36_M2_SD1_r0.3_A1N3K2Y5";36;2;"0.3";78.9112071111527;68.5915426702524;0.0452701467365735;0.0390184515381903;0.968363942811443;1.0518240144983;1.16039590612356
"A1N3K2Y5";"kplus-correlation";"N36_M2_SD1_r0.3_A1N3K2Y5";36;2;"0.3";78.8328872709071;68.5842739848351;0.0674483057123275;0.0576562091692809;0.777963019167394;1.33453226930519;0.105385532349358
"A1N3K2Y5";"kplus-skew-kurtosis";"N36_M2_SD1_r0.3_A1N3K2Y5";36;2;"0.3";78.8371108544653;68.5707632798735;0.0666076336514157;0.0480546078487077;0.735449225359852;0.949692911382507;0.838784042876958
"A1N3K2Y5";"random";"N36_M2_SD1_r0.3_A1N3K2Y5";36;2;"0.3";70.2599094148381;64.0221834300382;0.589248419864527;0.496706805633701;0.875060698224058;0.607316569000092;0.697491613910503
"A1O6P5V4";"diversity";"N180_M2_SD3_r0.2_A1O6P5V4";180;2;"0.2";62432.6303756368;3090.50544348146;0.0530882532901823;0.198792304922695;0.370519214329816;0.799361060487862;0.148003013071204
"A1O6P5V4";"k-means";"N180_M2_SD3_r0.2_A1O6P5V4";180;2;"0.2";61216.1052029845;3090.66092218265;0.00221506589042404;0.754327245905103;0.816380596770727;0.777003412448837;0.172549862518296
"A1O6P5V4";"kplus";"N180_M2_SD3_r0.2_A1O6P5V4";180;2;"0.2";62514.0333123529;3090.66114631436;0.0011044113477217;0.00550905624552089;1.28226507158614;1.62542341739935;0.16374148031286
"A1O6P5V4";"kplus-correlation";"N180_M2_SD3_r0.2_A1O6P5V4";180;2;"0.2";62514.0339594621;3090.65979556932;0.00453824056795895;0.0049289806687387;1.09213303771402;1.08246126939059;0.00216519412856231
"A1O6P5V4";"kplus-skew-kurtosis";"N180_M2_SD3_r0.2_A1O6P5V4";180;2;"0.2";62513.4790763987;3090.65027570726;0.0137556418937685;0.0187484967624707;0.0649135352592027;0.521717866478369;0.377096708864679
"A1O6P5V4";"random";"N180_M2_SD3_r0.2_A1O6P5V4";180;2;"0.2";61166.2669239228;3052.43997528335;0.746956457646094;0.866966372699201;0.747912838082734;1.75552450088792;0.272174588205853
