"kmeans","kvar","kplus"
60.9702745899999,341.568212814585,402.538487404585
59.2172881671217,331.968169730038,391.18545789716
44.1654111671918,460.139057424195,504.304468591387
62.6830903919005,424.396047885786,487.079138277686
62.0077865078158,368.555225863867,430.563012371683
53.5934290872306,387.051764975118,440.645194062348
62.6369445917635,414.109292450597,476.74623704236
61.8647094580744,363.001679553896,424.86638901197
60.2729115948549,340.475786531519,400.748698126374
46.7267048612972,459.676601869569,506.403306730867
62.6546104816309,428.827827204079,491.48243768571
62.4240871700207,375.726169142581,438.150256312602
55.3600180993159,393.44376680572,448.803784905036
62.6901500878117,419.155414768587,481.845564856399
62.331757918081,370.390796471958,432.722554390039
42.0140576672748,460.178012232166,502.192069899441
62.5714659033879,423.794128425009,486.365594328397
61.5458488352269,367.594627315205,429.140476150432
52.0679921510923,386.193164704821,438.261156855913
62.4609839416678,413.426928011,475.887911952667
61.3628023629591,362.012512316724,423.375314679683
54.9054507886311,427.816212447598,482.72166323623
50.3630619432421,455.840213264318,506.203275207561
30.2088037841945,450.487947597371,480.696751381566
54.1491021921529,436.338760718288,490.487862910441
49.7787649800351,456.966476515355,506.74524149539
62.2258528711613,441.881175622121,504.107028493282
60.4351523561509,449.596904381556,510.032056737707
61.0738967176149,458.027008939638,519.100905657252
62.3317122810893,439.347225502953,501.678937784042
57.7489434854737,413.261735966266,471.01067945174
62.3896123900084,434.328827298058,496.718439688066
62.6808210619488,393.649755296145,456.330576358094
60.0196972806954,443.684900484025,503.70459776472
57.376429706762,409.261809482166,466.638239188928
62.4737032161238,431.335433257671,493.809136473795
59.7501270164431,337.096680816749,396.846807833192
45.4243465810283,459.897233097639,505.321579678667
62.693129710087,427.084376384696,489.777506094783
62.2323174400361,372.883477502236,435.115794942272
54.4691249882027,390.913668441745,445.382793429948
62.6863759961346,417.165424890901,479.851800887035
62.1137130802743,367.460550609267,429.574263689542
40.5354484891991,460.266240748296,500.801689237495
62.4337342340374,421.918274893686,484.352009127723
61.1778282074356,364.61953296292,425.797361170355
51.0008481421723,383.530663628907,434.531511771079
62.2809589521839,411.304535421374,473.585494373558
60.9685066273457,358.949863742094,419.91837036944
53.9881454174233,429.540095859115,483.528241276539
49.2154676135936,456.464855854873,505.680323468466
28.3620860734173,451.425183464296,479.787269537713
53.1895035008118,437.816105071502,491.005608572314
48.6048955425645,457.503564883564,506.108460426129
62.4191360502379,440.541736165222,502.96087221546
59.9293121540989,448.570058201028,508.499370355127
61.4551755349989,457.540271245399,518.995446780398
62.4987203523438,437.92023182371,500.418952176054
57.0128143249809,411.135648964776,468.148463289756
62.5406022489517,432.742848782857,495.283451031808
62.6175401747625,391.12352079594,453.741060970702
59.4715637585101,442.411515245194,501.883079003704
56.6140254384471,407.04816825833,463.662193696778
62.598417967245,429.661900520125,492.26031848737
43.345321118179,459.959058327328,503.304379445507
62.6538332586422,426.505327345637,489.15916060428
61.842707804515,371.945749375291,433.788457179806
53.0160160891321,390.077938593167,443.093954682299
62.5827433831066,416.505930873022,479.088674256129
61.6841340222268,366.494253793814,428.17838781604
55.7139147084004,425.15707595496,480.87099066336
51.3860174770452,454.820999911138,506.207017388183
31.8829242867494,449.002386072449,480.885310359199
54.9969581981067,434.047428167043,489.04438636515
50.8261932038179,456.077882579178,506.904075782996
61.9999123093145,443.792115094407,505.792027403721
